Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
Zuellig Pharma China,https://www.crunchbase.com/organization/zuellig-pharma-china,"Health Care, Information Technology","80,478",4,,1,1,1,1,,,,,,,,,"Wanchai, Guangdong, China",,10001+,,,,,,M&A,,,,,,,,,,,,,,,,1,"Made Acquisitions, Was Acquired",Zuellig Pharma China acquired by Cardinal Health,https://www.crunchbase.com/acquisition/cardinal-health-acquires-zuellig-pharma-china--4e2bd4f1,Cardinal Health,https://www.crunchbase.com/organization/cardinal-health,2010-11-29,day,470000000,USD,470000000,Acquisition,,Private,,,,,,,,,,,,,,"84,156",,-0.3,4.4,4.5,"48,265","34,856.7",66.97%,490,19.18%,12.32,-10.53%,50.63%,3.15%,"497,713","-169,498",-25.4%,26,2,,10,,,,,,,,1922-01-01,year,2010-11-29,day,For Profit,,,1,,"Health Care, Information Technology"
Shenzhen UXUN Information Technology,https://www.crunchbase.com/organization/shenzhen-uxun-information-technology,Information Technology,"472,542",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Shenzhen UXUN Information Technology acquired by Shenzhen Sunline Tech,https://www.crunchbase.com/acquisition/shenzhen-sunline-tech-acquires-shenzhen-uxun-information-technology--d9eb200e,Shenzhen Sunline Tech,https://www.crunchbase.com/organization/shenzhen-sunline-tech,2017-06-08,day,17880000,USD,17880000,Acquisition,,Private,,,,,,,,,,,,,,"506,066",,-0.3,0.6,2.1,464,672.12,-41.85%,120,"2,048.39%",2.2,-3.47%,36.91%,-7.35%,"16,502,696","4,054,968",32.58%,6,,,,,,,,,,,2009-01-01,year,2017-06-08,day,For Profit,,,,,Information Technology
Orbbec,https://www.crunchbase.com/organization/orbbec,"Artificial Intelligence, Information Technology, Robotics","7,530",4,,2,1,,,,,,,,,,,"Shenzhen, Guangdong, China",5,251-500,"Brad Long Liu, Huang Yuanhao, Joshua Blake, Luke Xiaolu Mei, Zhenzhong Xiao",1,200000000,USD,200000000,Late Stage Venture,2018-05-21,200000000,USD,200000000,Series D,200000000,USD,200000000,Series D,200000000,USD,200000000,"Ant Financial, Fosun RZ Capital, Green Pine Capital Partners, SAIF Partners, Sirius Capital",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3,"7,805",,-0.4,-0.7,-0.3,"15,615","23,517.77",-29.41%,168,-47.59%,3.52,-27.72%,39.23%,11.52%,"1,493,973","449,547",43.04%,25,,,17,,,,,,,,2013-01-01,year,,,For Profit,,,2,,"Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software"
Codemao,https://www.crunchbase.com/organization/codemao,"Apps, E-Learning, Information Technology","8,378",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",2,501-1000,"Tianchi Li, Yue Sun",2,65000000,USD,65000000,Late Stage Venture,2018-05-25,47000000,USD,47000000,Series C,47000000,USD,47000000,Series C,65000000,USD,65000000,"Cheetah Mobile, CMB International Capital Corporation, Crystal Stream Capital, Green Pine Capital Partners, Hillhouse Capital Group",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"8,668",,0.4,-0.1,-0.5,"902,706","500,770.37",130.28%,258,-58%,4.91,-60.83%,30.28%,7.34%,"64,600","-16,073",-19.92%,18,2,"3,044",,,,,,,,,2015-01-01,year,,,,,,,,"Apps, Education, Information Technology, Software"
Xunlei,https://www.crunchbase.com/organization/kankan,"Blockchain, Cloud Computing, Information Technology, Software","12,005",26,,3,1,,,,,,,,,,,"Shenzhen, Guangdong, China",1,,Shenglong Zou,6,420400000,USD,420400000,IPO,2014-04-06,310000000,USD,310000000,Venture - Series Unknown,310000000,USD,310000000,Venture - Series Unknown,420400000,USD,420400000,"Google, IDG Capital, Morningside Venture Capital, Rupert Murdoch, Xiaomi",3,9,,,,,,,,,,,,,,Public,2014-07-03,,,87700000,USD,87700000,,,,XNET,https://www.crunchbase.com/ipo/kankan-ipo--77a6b651,NASDAQ,,"12,389",,-0.4,-0.9,-2.2,"10,352,775","9,944,916.7",-2.87%,99,1.78%,2.35,-4.24%,54.12%,-0.29%,"7,595",403,5.6%,25,4,,5,,,,,,,,2003-01-01,year,2014-07-03,day,For Profit,,,2,,"Information Technology, Internet Services, Software"
Laidian,https://www.crunchbase.com/organization/laidian,"Information Technology, Manufacturing, Mobile Devices","13,548",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,251-500,Bingsong Yuan,1,20000000,USD,20000000,Early Stage Venture,2017-04-06,20000000,USD,20000000,Series A,20000000,USD,20000000,Series A,20000000,USD,20000000,"Redpoint, SIG China (SIG Asia Investments)",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"13,977",,-0.2,-0.3,-0.5,"9,969","66,657.85",-10.12%,265,-44.75%,6.9,-39.46%,31.94%,10.67%,"1,672,351","337,616",25.29%,10,1,"24,259",,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Mobile"
Baturu Information Technology,https://www.crunchbase.com/organization/baturu-information-technology,"Automotive, B2B, Information Technology","13,872",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",2,251-500,"Zeng Wangui, Zhihui Jiang",4,115028902,USD,115028902,Late Stage Venture,2019-04-15,,,,Series C,,,,Series C,115028902,USD,115028902,"China Growth Capital, CICC, Eastern Bell Capital, Qifu Capital Management, Warburg Pincus",4,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"14,309",,-0.3,-1.5,2.3,,335.68,-100%,,,,,,,,,,4,,,,,,,,,,,2013-09-01,month,,,For Profit,,,,,"Information Technology, Transportation"
Candao,https://www.crunchbase.com/organization/candao,"Food and Beverage, Hospitality, Hotel, Information Technology, Restaurants, Retail, Travel","15,988",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,1,100000000,CNY,14898122,Early Stage Venture,2019-04-16,100000000,CNY,14898122,Series A,100000000,CNY,14898122,Series A,100000000,CNY,14898122,"Beyond Ventures, Gaw Capital Partners, Hongkong Innovation and Technology Fund, Magic Capital",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"16,480",,-0.4,-2.2,9.8,"360,171","80,882.79",496.65%,51,-17.56%,1.55,-36.73%,41.77%,-15.23%,"243,335","-501,674",-67.34%,2,,,,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Commerce and Shopping, Food and Beverage, Information Technology, Travel and Tourism"
Wondershare Software,https://www.crunchbase.com/organization/wondershare-software,"Computer, Information Technology, Software","16,789",9,$100M to $500M,1,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,251-500,Tobee Wu,2,10000000,USD,10000000,Early Stage Venture,2011-06-01,10000000,USD,10000000,Series B,10000000,USD,10000000,Series B,10000000,USD,10000000,"IDG Capital, Sinowisdom",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3,"17,301",,-0.2,-0.4,-0.1,"42,444,513","40,554,780.05",4.58%,124,-1%,1.72,-1.04%,72.06%,0.72%,"1,755",-36,-2.01%,53,20,"1,437,557",19,0,4,,Scientific and electric apparatus and instruments,,,,2003-10-09,day,,,For Profit,,,1,,"Consumer Electronics, Hardware, Information Technology, Software"
Jiatui Technology,https://www.crunchbase.com/organization/jiatui-technology,"Enterprise, Information Technology","19,481",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,,Chao Peng,2,168000000,CNY,26340132,Early Stage Venture,2019-03-22,,,,Series B,,,,Series B,168000000,CNY,26340132,"IDG Capital, JD Digits, JD.com, Sequoia Capital China, Shenzhen Capital Group",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"20,068",,1,-0.2,-2.6,"169,141","37,532.69","1,959.73%",27,-90.01%,1.19,-65.98%,35.79%,-6.16%,"460,723","-1,869,725",-80.23%,3,,,,,,,,,,,2017-01-01,year,,,For Profit,,,,,Information Technology
Yunnex,https://www.crunchbase.com/organization/yunnex,"Information Services, Information Technology, Point of Sale","25,853",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",1,,Kai Su,3,80826841,USD,80826841,Early Stage Venture,2019-02-20,20000000,USD,20000000,Series B,20000000,USD,20000000,Series B,80826841,USD,80826841,"Ajisen Ramen, FH Capital, GSR Ventures, Hosen Capital",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"26,628",,-0.3,-0.5,-1.5,"44,816","118,589.72",-50.11%,"1,801",132.46%,24.33,112.73%,16.51%,3.76%,"392,793","98,449",33.45%,22,,,,,,,,,,,2012-01-01,year,,,For Profit,,,,,"Commerce and Shopping, Information Technology"
VoiceAI,https://www.crunchbase.com/organization/voiceai,"Artificial Intelligence, Information Technology, Robotics","25,950",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,11-50,,1,10000000,CNY,1477847,Seed,2019-02-18,10000000,CNY,1477847,Seed,10000000,CNY,1477847,Seed,10000000,CNY,1477847,"Brizan Venture, Hong Kong X-Tech",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"26,730",,0.4,0,-1.3,"2,211","1,952.69",83.51%,257,141.43%,6.96,-3.94%,39.86%,28.52%,"4,956,345","-2,127,364",-30.03%,15,,,,,,,,,,,2016-01-01,year,,,For Profit,,,,,"Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software"
Youcheyihou.com,https://www.crunchbase.com/organization/youcheyihou-com,"Automotive, Information Technology, Mobile Apps","26,445",,,1,1,,,,,,,,,,,"Guangzhou, Guangdong, China",1,,Chenhua Xu,2,34076106,USD,34076106,Late Stage Venture,2019-01-01,200000000,CNY,29076106,Series D,200000000,CNY,29076106,Series D,34076106,USD,34076106,"Lan Fund, Oriental Fortune Capital, Plum Ventures, Tencent Holdings, ZhenFund",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"27,239",,0.4,-0.5,-0.9,"11,190","44,839.38",-35.13%,283,1.3%,3.8,14.78%,41.08%,-6.87%,"1,972,745","486,318",32.72%,11,2,"2,062",,,,,,,,,2014-01-01,year,,,For Profit,,,1,,"Apps, Information Technology, Mobile, Software, Transportation"
SequoiaDB,https://www.crunchbase.com/organization/sequoiadb,"Big Data, Database, Information Technology","26,595",2,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",2,51-100,"Jordan Tang, Tao Wang",3,40000000,USD,40000000,Late Stage Venture,2018-09-19,20000000,USD,20000000,Series C,20000000,USD,20000000,Series C,40000000,USD,40000000,"DCM Ventures, Harvest Investments, Qiming Venture Partners",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"27,394",,-0.3,0.5,0.1,"10,083","11,158.76",-22.3%,181,24.75%,4.45,2.09%,43.77%,-7.91%,"1,862,200","332,410",21.73%,8,,,4,,,,,,,,2012-01-01,year,,,For Profit,,,,,"Data and Analytics, Information Technology, Software"
Careland,https://www.crunchbase.com/organization/careland,"Computer, CRM, Electronics, GPS, Information Technology, Public Transportation, Software, Telecommunications, Transportation","26,976",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,501-1000,,3,42000000,USD,42000000,,2014-10-09,14000000,USD,14000000,Venture - Series Unknown,14000000,USD,14000000,Venture - Series Unknown,42000000,USD,42000000,"Fortune Venture Capital, SAIF Partners, Shenghuayang Venture Capital, Xiaomi",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"27,786",,-0.4,-0.3,-0.5,"28,141","129,306.55",-74.44%,103,-46.52%,2.75,-32.37%,30.93%,14.09%,"1,141,028","773,417",210.39%,14,7,"69,918",,,,,,,,,1999-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Navigation and Mapping, Sales and Marketing, Software, Transportation"
LeiShen Intelligent System,https://www.crunchbase.com/organization/leishen-intelligent-system,"Hardware, Information Technology, Software","27,863",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,11-50,,1,15800000,USD,15800000,Early Stage Venture,2018-04-10,15800000,USD,15800000,Series B,15800000,USD,15800000,Series B,15800000,USD,15800000,Fortune Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"28,701",,-0.1,-0.1,-0.2,"1,180","2,091.25",-32.76%,173,-43.79%,2.58,-44.17%,22.64%,16.58%,,,,8,,,,0,0,,Scientific and electric apparatus and instruments,,,,,,,,,,,,,"Hardware, Information Technology, Software"
Whalehouse Technology,https://www.crunchbase.com/organization/whalehouse-technology,"Information Technology, Intelligent Systems, Logistics, Warehousing","28,057",1,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,,Li Linzi,3,90000000,USD,90000000,Early Stage Venture,2018-12-01,75000000,USD,75000000,Series B,75000000,USD,75000000,Series B,90000000,USD,90000000,"Baidu Ventures, Empower Investment, GSR Ventures, YF Capital (Yunfeng Capital)",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"28,904",,-0.1,-0.3,-0.5,422,628.63,-65.16%,,,1,0%,100%,58.89%,"20,462,482","6,154,172",43.01%,2,,,,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Transportation"
Xiaoman Technology,https://www.crunchbase.com/organization/xiao-man-technology,"B2B, Information Technology, Marketing, Service Industry","28,498",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",3,51-100,"Boliang Wen, Shi Qiu, Tao Zhou",3,17401590,USD,17401590,Late Stage Venture,2018-01-04,10000000,USD,10000000,Series C,10000000,USD,10000000,Series C,17401590,USD,17401590,"01vc, China Growth Capital, Qiming Venture Partners",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"29,358",,1.3,-0.3,-0.2,"1,447,008","1,492,096.8",25.94%,"2,039",3.42%,22.69,-1.2%,10.89%,0.14%,"21,192","-3,872",-15.45%,19,2,"7,935",,,,,,,,,2013-03-01,month,,,For Profit,,,,,"Information Technology, Sales and Marketing"
Smarter Microelectronics,https://www.crunchbase.com/organization/smarter-microelectronics,"Electronics, Information Technology, Innovation Management, Manufacturing, Semiconductor","31,249",,$1M to $10M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,4,37100000,USD,37100000,Late Stage Venture,2019-01-30,,,,Series D,,,,Series D,37100000,USD,37100000,"China Renaissance, GF Xinde Investment Management, GSR Ventures, Vertex Ventures, Vertex Ventures China",4,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"32,187",,-0.3,-0.3,-0.7,"1,055",729.85,378.18%,111,,1.6,60.27%,59.83%,-40.17%,"11,858,789","-14,485,773",-54.99%,1,,,7,,,,,,,,2011-11-01,month,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Science and Engineering"
Malong Technologies,https://www.crunchbase.com/organization/malong-technologies,"Artificial Intelligence, Computer, Computer Vision, Information Technology, Machine Learning","32,827",7,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",2,101-250,"Dinglong Huang, Matt Scott",5,294000000,CNY,44309780,,2018-08-13,,,,Venture - Series Unknown,,,,Venture - Series Unknown,294000000,CNY,44309780,"Accenture, CITIC Capital Holdings, Greenwoods Asset Management, Jiangmen Venture Capital, SBCVC",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5,"33,816",,-0.5,0.3,3.5,"25,126","27,721.11",12.16%,867,42.85%,10.1,28.76%,27.52%,1.1%,"860,792","-119,298",-12.17%,17,,,,,,,,,,,2014-01-01,year,,,For Profit,,,,,"Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software"
Shuwei,https://www.crunchbase.com/organization/shuwei,"Information Technology, Internet, Manufacturing, Service Industry","34,866",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,4,36502583,USD,36502583,Early Stage Venture,2018-11-09,28792721,USD,28792721,Series B,28792721,USD,28792721,Series B,36502583,USD,36502583,"Ant Financial, Fosun RZ Capital, Jiguang, Oriental Fortune Capital, SAIF Partners",5,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"35,931",,-0.2,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Technology, Internet Services, Manufacturing"
FlyPro,https://www.crunchbase.com/organization/flypro-b3e7,"Aerospace, Air Transportation, Information Technology, Robotics","36,149",1,$50M to $100M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,251-500,Steve Chang,2,35500000,USD,35500000,Early Stage Venture,2016-03-28,23000000,USD,23000000,Series B,23000000,USD,23000000,Series B,35500000,USD,35500000,"Shenzhen Capital Group, Yihua Enterprise (Group)",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"37,250",,0.2,0.6,-0.6,"1,129",900.41,-29.43%,14,-9.37%,1.36,16.59%,85.27%,56.13%,"12,194,496","89,789",0.74%,14,6,,8,,,,,,,,2016-03-28,day,,,For Profit,,,,,"Hardware, Information Technology, Science and Engineering, Software, Transportation"
BGI Tech,https://www.crunchbase.com/organization/bgi-tech,"Bioinformatics, Biotechnology, Health Care, Information Technology, Life Science, Product Research","39,568",,$10M to $50M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1001-5000,,1,1390000000,CNY,218213512,Private Equity,2012-06-01,1390000000,CNY,218213512,Private Equity,1390000000,CNY,218213512,Private Equity,1390000000,CNY,218213512,"China Everbright Investment Management, Greenwoods Asset Management, SBCVC, Sequoia Capital, YF Capital (Yunfeng Capital)",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"40,782",,0.1,0.9,-0.2,,,,,,,,,,,,,8,,,,,,,,,,,2012-01-01,year,,,For Profit,,,,,"Biotechnology, Data and Analytics, Design, Health Care, Information Technology, Science and Engineering"
