Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
"Shenzhen Hezhongyuan Exhibition Co., Ltd.",https://www.crunchbase.com/organization/shenzhen-hezhongyuan-exhibition-co-ltd,Information Technology,"444,048",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"475,930",,-0.4,-0.4,-0.7,407,251.2,48.41%,3,-99.88%,1.44,-91.8%,85.36%,85.36%,"19,178,850","6,434,759",50.49%,3,,,,,,,,,,,,,,,,,,,,Information Technology
Payton Technology Shenzhen,https://www.crunchbase.com/organization/payton-technology-shenzhen,"Computer, CRM, Information Technology, Manufacturing","449,849",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"482,077",,0.2,2.6,-0.2,719,355.78,-8.34%,53,-91.63%,8.38,2.19%,32.53%,23.67%,"10,691,846","954,654",9.8%,7,,,,,,,,,,,,,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Sales and Marketing, Software"
Dasudian.com,https://www.crunchbase.com/organization/dasudian-com,"Big Data, Industrial, Information Technology","457,458",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,1,,,,Seed,2018-10-11,,,,Seed,,,,Seed,,,,"Dream Chaser Capital, ShengJing360",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"490,142",,-0.1,-0.4,-0.9,234,127.32,221.45%,114,,2.37,136.93%,31.53%,-68.47%,"21,842,147","-12,023,057",-35.5%,15,1,,,,,,,,,,2014-12-01,month,,,,,,,,"Data and Analytics, Information Technology"
FATS.AI,https://www.crunchbase.com/organization/fats-ai,"Analytics, Apps, Information Technology, Software","459,096",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"491,852",,-0.2,4.2,4.3,122,54.52,-23.8%,139,-59.22%,17.75,380.13%,34.88%,-16%,"18,727,205","-6,098,063",-24.56%,18,,,,,,,,,,,2018-03-01,month,,,For Profit,,,,,"Apps, Data and Analytics, Information Technology, Software"
Shenzhen Sinodata Technology,https://www.crunchbase.com/organization/shenzhen-sinodata-technology,Information Technology,"462,850",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"495,822",,-0.4,-0.5,-0.3,165,225.29,-45.88%,216,-43.33%,4,-80.5%,,,"22,528,824","10,942,574",94.44%,9,,,,,,,,,,,1998-01-01,year,,,For Profit,,,,,Information Technology
Wellav Technologies,https://www.crunchbase.com/organization/wellav-technologies,"Broadcasting, Delivery Service, Information Technology, Telecommunications, Video","464,387",,$1M to $10M,,,,,,,,,,,,,"Huizhou, Guangdong, China",1,251-500,Bill Zou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"497,449",,-0.2,-0.2,-0.2,,,,,,,,,,,,,22,,,,,,,,,,,2005-01-01,year,,,For Profit,,,,,"Hardware, Information Technology, Media and Entertainment, Transportation, Video"
Shenzhen Suntak Circuit Technology,https://www.crunchbase.com/organization/shenzhen-suntak-circuit-technology,"Computer, Information Technology, Manufacturing, Robotics","467,238",,$500M to $1B,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"500,463",,2,2.6,-0.2,"1,506","2,143.27",-53.47%,174,-30.25%,9.2,-44.22%,32.02%,1.92%,"5,638,402","3,011,025",114.6%,3,,,,0,2,,Scientific and electric apparatus and instruments,,,,,,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Science and Engineering, Software"
IIP Brothers Limited,https://www.crunchbase.com/organization/iip-brothers-limited,"Computer, Information Technology, Robotics, Software","476,462",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"510,213",,1.6,3.5,1.1,21,14.56,,37,,4,,,,"35,147,223",,,16,,,,,,,,,,,2013-01-01,year,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Science and Engineering, Software"
DIVEVOLK (Zhuhai) Intelligent Tech Co. Ltd,https://www.crunchbase.com/organization/divevolk-zhuhai-intelligent-tech-co-ltd,"CRM, Information Technology, Manufacturing","482,319",,,,,,,,,,,,,,,"Zhuhai, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"516,415",,-0.3,-0.6,-1,222,273.64,39.53%,1,-99.77%,1.39,-92.53%,60.6%,15.76%,"24,759,152","8,303,702",50.46%,6,,,,,,,,,,,2017-07-17,day,,,For Profit,,,,,"Information Technology, Manufacturing, Sales and Marketing, Software"
Shenzhen Lanling Software (Landray),https://www.crunchbase.com/organization/shenzhen-lanling-software-landray,"Information Technology, Software","482,356",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,1,,,,,2018-09-26,,,,Corporate Round,,,,Corporate Round,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"516,455",,2.1,1,-0.6,189,408.57,,3,,2,,,,"24,566,582",,,9,,,,,,,,,,,,,,,,,,,,"Information Technology, Software"
Secco Century Digital Technology,https://www.crunchbase.com/organization/beijing-secco-century-digital-technology-co-ltd,"Information Technology, News","488,135",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-10,,2,,,,Early Stage Venture,2012-09-01,,,,Series B,,,,Series B,,,,Shenzhen Capital Group,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"522,566",,-0.4,0.1,-0.3,231,121.83,236.93%,,,1,0%,100%,0%,"25,893,926","-8,182,835",-24.01%,2,,,2,,,,,,,,2004-01-01,year,,,,,,,,"Content and Publishing, Information Technology, Media and Entertainment"
Palm Commerce Information Technology,https://www.crunchbase.com/organization/palm-commerce-information-technology,"Developer Platform, E-Commerce, Information Technology","496,836",,,,,,,,,,,,,,,"Tianjin, Guangdong, China",,,,2,15000000,USD,15000000,Early Stage Venture,2007-03-01,,,,Series B,,,,Series B,15000000,USD,15000000,"Intel Capital, JAFCO Asia, Sequoia Capital, Shenzhen Capital Group, SIG China (SIG Asia Investments)",,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"531,830",,-0.4,-0.7,-1,,,,,,,,,,,,,,,,,,,,,,,,2006-03-01,month,,,For Profit,,,,,"Commerce and Shopping, Information Technology, Software"
Shenzhen Chipsbank Technologies,https://www.crunchbase.com/organization/shenzhen-chipsbank-technologies,"Data Storage, Electronics, Information Technology, Smart Home","512,033",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"547,935",,-0.3,-0.2,-0.3,189,241,-56.39%,53,-42.84%,3.36,-33.75%,37.84%,37.84%,,,,3,,,,,,,,,,,2003-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Real Estate, Software"
LeMaker,https://www.crunchbase.com/organization/lemaker,"Education, Hardware, Information Technology, Innovation Management, Open Source, Software","514,344",1,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"550,398",,-0.3,-0.3,-0.3,"45,268","51,093.36",5.08%,226,93.29%,2.39,9.78%,52.01%,1.74%,"858,721","-5,641",-0.65%,16,,,,,,,,,,,2014-03-01,month,,,For Profit,,,,,"Education, Hardware, Information Technology, Software"
StreamTease International Ltd.,https://www.crunchbase.com/organization/streamtease-international-ltd,Information Technology,"522,037",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,11-50,Mihran Papazian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"558,550",,1.8,-0.2,2.4,,,,,,,,,,,,,18,,,4,,,,,,,,2006-01-01,year,,,,,,,,Information Technology
ParaEngine,https://www.crunchbase.com/organization/paraengine,"3D Technology, Information Technology, ISP","523,042",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,,Xishi Li,2,,,,Late Stage Venture,2008-02-01,,,,Series C,,,,Series C,,,,IDG Capital,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"559,616",,-0.3,0.9,-0.3,,,,,,,,,,,,,2,,,,,,,,,,,2005-01-01,year,,,For Profit,,,,,"Hardware, Information Technology, Internet Services, Software"
智亁区块链科技有限公司,https://www.crunchbase.com/organization/智亁区块链科技有限公司,"Government, Information Technology","533,288",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"570,531",,-0.2,-0.6,-0.6,596,"1,923.19",106.73%,,,1,-18.86%,100%,23.24%,"17,581,903","-5,328,824",-23.26%,6,,,,,,,,,,,2017-09-06,day,,,For Profit,,,,,"Government and Military, Information Technology"
CCT,https://www.crunchbase.com/organization/cct,Information Technology,"536,258",,,1,0,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"573,728",,1.2,0.9,3.3,,190.83,,,,,,,,,,,4,,,,,,,,,,,2007-01-01,year,,,For Profit,,,1,,Information Technology
Cardzgroup,https://www.crunchbase.com/organization/donna-garcia,Information Technology,"536,392",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,11-50,James Baillie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"573,871",,-0.1,1,0,183,"1,915.31",-68.1%,36,"2,610.14%",1.5,8.78%,50.22%,-12.09%,"26,135,973","9,183,061",54.17%,10,,,,,,,,,,,2016-04-10,day,,,,,,,,Information Technology
Shenzhen HKT Electronic Science & Technology,https://www.crunchbase.com/organization/shenzhen-hkt-electronic-science-technology,"Electronics, Information Technology, Manufacturing","539,884",,$10M to $50M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"577,574",,-0.2,0.9,2.1,,61.42,-100%,,,,,,,,,,7,,,,,,,,,,,2003-01-01,year,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing"
ANGLE Environmental Technology,https://www.crunchbase.com/organization/angle-environmental-technology,"Information Technology, Manufacturing","540,531",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"578,267",,-0.2,-0.4,0,,7.45,-100%,,,,,,,,,,1,,,,,,,,,,,2009-01-01,year,,,For Profit,,,,,"Information Technology, Manufacturing"
Zhuhai Xinyou,https://www.crunchbase.com/organization/zhuhai-xinyou,"Gamification, Gaming, Information Technology","551,855",,,,,,,,,,,,,,,"Zhuhai, Guangdong, China",,,,1,,,,Early Stage Venture,2011-07-01,,,,Series A,,,,Series A,,,,Sinovation Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"590,318",,-0.1,-0.2,-1.4,"154,017","71,077.91",325.05%,23,-85.29%,1.19,-54.17%,37.05%,-18.99%,"471,905","-413,409",-46.7%,10,,,,,,,,,,,2011-01-01,year,,,For Profit,,,,,"Gaming, Information Technology"
Will-Jet(GZ) Mark code Technology,https://www.crunchbase.com/organization/will-jet-gz-mark-code-technology,"Consumer Electronics, Information Technology, Manufacturing, Software","554,384",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"593,010",,-0.2,0.9,-0.5,,,,,,,,,,,,,,,,,,,,,,,,2005-01-01,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing, Software"
Airness Technology,https://www.crunchbase.com/organization/airness-technology,"Consulting, Information Technology","561,714",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"600,840",,-0.2,-0.8,2.5,,,,,,,,,,,,,10,,,,,,,,,,,2018-01-01,year,,,For Profit,,,,,Information Technology
Guangdong Rising Assets Management,https://www.crunchbase.com/organization/guangdong-rising-assets-management,"Asset Management, Finance, Information Technology","568,726",,,1,1,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"608,366",,-0.2,2.4,2.4,"2,639","13,126.51",69.58%,145,197.24%,3.67,-25.59%,53.73%,34.26%,"5,221,594","-2,411,871",-31.6%,1,,,,,,,,,,,1999-09-30,day,,,,,,1,,"Financial Services, Information Technology"
BUSIN technology,https://www.crunchbase.com/organization/busin-technology,"Information Technology, Manufacturing, Software","574,205",,$10M to $50M,,,,,,,,,,,,,"Huizhou, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"614,207",,-0.2,-0.1,-0.3,,337,-100%,,,,,,,,,,16,,,,,,,,,,,2012-01-01,year,,,For Profit,,,,,"Information Technology, Manufacturing, Software"
Shenzhen Wei Wen Electronic Technology,https://www.crunchbase.com/organization/shenzhen-wei-wen-electronic-technology,"Information Technology, Manufacturing, Security","580,048",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"620,451",,-0.2,-0.2,-0.3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,For Profit,,,,,"Information Technology, Manufacturing, Privacy and Security"
Shenzhen Lianheng Technology,https://www.crunchbase.com/organization/shenzhen-lianheng-technology,"Computer, Electronics, Information Technology, Manufacturing","590,535",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-10,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Shenzhen Lianheng Technology acquired by Wuhan Yangtze Communications Industry Group,https://www.crunchbase.com/acquisition/wuhan-yangtze-communications-industry-group-acquires-shenzhen-lianheng-technology--57a41025,Wuhan Yangtze Communications Industry Group,https://www.crunchbase.com/organization/wuhan-yangtze-communications-industry-group,2010-05-20,day,,,,,,Private,,,,,,,,,,,,,,"631,690",,-0.1,-0.2,-0.3,,,,,,,,,,,,,6,,,8,,,,,,,,1996-01-01,year,2010-05-20,day,,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing"
BoXingDa,https://www.crunchbase.com/organization/boxingda,"Digital Marketing, Information Technology","594,762",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,1,,,,Seed,2015-01-01,,,,Angel,,,,Angel,,,,Empower Investment,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"636,215",,-0.1,0,-0.9,,,,,,,,,,,,,,,,,,,,,,,,2015-12-01,month,,,For Profit,,,,,"Information Technology, Sales and Marketing"
ELS Technology,https://www.crunchbase.com/organization/els-technology,Information Technology,"597,890",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,1,,,,Early Stage Venture,2018-03-07,,,,Series B,,,,Series B,,,,"Fosun RZ Capital, HMC Ventures, NCF Group",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"639,585",,-0.3,-0.8,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information Technology
Maijing Gene,https://www.crunchbase.com/organization/maijing-gene,Information Technology,"607,972",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,1,,,,Early Stage Venture,2018-04-27,,,,Series A,,,,Series A,,,,Shenzhen Capital Group,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"650,433",,-0.2,-0.3,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information Technology
Shenzhen Brother Young Development,https://www.crunchbase.com/organization/shenzhen-brother-young-development,Information Technology,"611,507",,$10M to $50M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"654,230",,-0.1,1,0.2,68,45.96,,751,,2,,,,"32,575,501",,,9,,,,,,,,,,,2002-01-01,year,,,,,,,,Information Technology
KDK Labs,https://www.crunchbase.com/organization/kdk-labs,"Electronics, Hardware, Information Technology, Internet, Software","615,895",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"658,978",,-0.1,-0.4,-0.3,,13.68,,,,,,,,,,,16,,,,,,,,,,,,,,,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Internet Services, Software"
Konview Electronics Corporation Limited,https://www.crunchbase.com/organization/konview-electronics-corporation-limited,Information Technology,"624,868",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"668,703",,-0.1,-0.3,-0.2,,92.84,-100%,,,,,,,,,,7,,,,,,,,,,,,,,,For Profit,,,,,Information Technology
Weyoung,https://www.crunchbase.com/organization/weyoung,"Business Development, Information Technology, Innovation Management","627,391",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"671,406",,-0.1,1.6,1.4,,161.47,-100%,,,,,,,,,,,,,,,,,,,,,2014-01-01,year,,,For Profit,,,,,Information Technology
Tronlong,https://www.crunchbase.com/organization/tronlong,Information Technology,"628,154",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"672,233",,0,-0.3,-0.7,"3,674","13,724.11",-27%,184,-10.71%,3.79,-0.75%,31.5%,16.81%,"4,173,878","916,168",28.12%,10,,,,,,,,,,,2013-01-01,year,,,For Profit,,,,,Information Technology
Shenzhen Donglihua Technology,https://www.crunchbase.com/organization/shenzhen-donglihua-technology,"Information Technology, Manufacturing","629,392",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"673,572",,-0.1,-0.1,-0.8,,,,,,,,,,,,,,,,,,,,,,,,2008-01-01,year,,,For Profit,,,,,"Information Technology, Manufacturing"
iTech Holdings Limited,https://www.crunchbase.com/organization/itech-holdings-limited,"Advice, Consulting, Impact Investing, Information Technology","656,828",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"703,396",,-0.1,-0.3,-0.5,,,,,,,,,,,,,2,,,,,,,,,,,2004-01-01,year,,,For Profit,,,,,"Financial Services, Information Technology, Lending and Investments, Media and Entertainment"
Gtel Call Centre,https://www.crunchbase.com/organization/gtel-call-centre,"Communications Infrastructure, Information Technology","677,361",,,,,,,,,,,,,,,"Bijiang, Guangdong, China",,,,1,,,,,2007-08-01,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,Capital Today,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"725,727",,-0.1,-0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardware, Information Technology"
Shen zhen XC Smartcard,https://www.crunchbase.com/organization/shen-zhen-xc-smartcard,"Information Technology, Marketing","679,136",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"727,623",,0,-0.1,-0.3,,47.41,-100%,,,,,,,,,,4,,,,,,,,,,,2003-01-01,year,,,For Profit,,,,,"Information Technology, Sales and Marketing"
Chomp Microelectronics,https://www.crunchbase.com/organization/chomp-microelectronics,"Information Technology, Software","680,912",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"729,562",,0.5,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,2001-01-01,year,,,For Profit,,,,,"Information Technology, Software"
Shenzhen Flat Panel Display Industry Association,https://www.crunchbase.com/organization/shenzhen-flat-panel-display-industry-association,"Advertising, Consumer Electronics, Information Technology, Marketing","682,395",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"731,169",,0,-0.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,2005-01-01,year,,,Non-profit,,,,,"Advertising, Consumer Electronics, Hardware, Information Technology, Sales and Marketing"
RMG Jia'an Technology,https://www.crunchbase.com/organization/rmg-jia-an-technology,"Information Technology, Security, Software","697,369",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"747,473",,0,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,2000-01-01,year,,,For Profit,,,,,"Information Technology, Privacy and Security, Software"
"Hong Kong Reel Sea Ship Service Co., ltd",https://www.crunchbase.com/organization/hong-kong-reel-sea-ship-service-co-ltd,Information Technology,"711,378",,,,,,,,,,,,,,,"Guangzhou Shi, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"762,784",,0,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information Technology
Nelco Technology (Zhuhai FTZ),https://www.crunchbase.com/organization/nelco-technology-zhuhai-ftz,"Electronics, Information Technology, Manufacturing","712,904",,,,,,,,,,,,,,,"Zhuhai, Guangdong, China",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Nelco Technology (Zhuhai FTZ) acquired by Park Electrochemical,https://www.crunchbase.com/acquisition/park-electrochemical-acquires-nelco-technology-zhuhai-ftz--64d73bad,Park Electrochemical,https://www.crunchbase.com/organization/park-electrochemical,2003-01-01,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"764,463",,0,0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-01,day,For Profit,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing"
